"Category","Item","Description","Units"
"DFRPLN","FHDB-7","Expanding header, size 7""","0"
"DFRPLN","FHDB-8","Expanding header, size 8""","0"
"DFRPLN","FHDB-9","Expanding header, size 9""","0"
"RHALL","TTD-HTEP-02","Extruded heat transfer plates for 1/2""","0"
"RHALL","TTD-HTEP-01","Extruded heat transfer plates for 3/8""","0"
"HVDALL","HV-D-FR65","Fiberglass board duct,  6-1/2 x 6-1/2","0"
"HVDALL","HV-MK-F","Fiberglass plenum install kits","0"
"HVDALL","HV-MK-F-25","Fiberglass plenum install kits, 2.5""","0"
"HVDALL","HV-SK-F","Fiberglass plenum single install kit","0"
"HVDALL","HV-SK-F-25","Fiberglass plenum single install kit, 2.5""","0"
"HVDALL","HV-ELB-FR","Fiberglass rect elbow","0"
"HVDALL","HV-TEE-F95-E","Fiberglass square tee, 9.5x9.5, single","0"
"RHALL","FTASS-APR20-0500","Fitting assembly, APR, R20 for 1/2""","0"
"RHALL","FTASS-APR20-0750","Fitting assembly, APR, R20 for 3/4""","0"
"RHALL","FTASS-APR20-0375","Fitting assembly, APR, R20 for 3/8""","0"
"RHALL","FTASS-APR20-0625","Fitting assembly, APR, R20 for 5/8""","0"
"RHALL","FTASS-APR25-0750","Fitting assembly, APR, R25 for 3/4""","0"
"RHALL","FTASS-APR25-0625","Fitting assembly, APR, R25 for 5/8""","0"
"RHALL","FTASS-MPRES20M-0500","Fitting assembly, MultiPress, R20 for 1/2""","0"
"RHALL","FTASS-MPRES20M-0625","Fitting assembly, MultiPress, R20 for 5/8""","0"
"RHALL","FTASS-MPRES25M-0750","Fitting assembly, MultiPress, R25 for 3/4""","0"
"RHALL","FTASS-QS20-0500","Fitting assembly, OS-Style, R20 for 1/2""","0"
"RHALL","FTASS-QS20-0375","Fitting assembly, OS-Style, R20 for 3/8""","0"
"RHALL","FTASS-QS20-0313","Fitting assembly, OS-Style, R20 for 5/16""","0"
"RHALL","FTASS-QS20-0625","Fitting assembly, OS-Style, R20 for 5/8""","0"
"RHALL","FTASS-QS20M-0625","Fitting assembly, OS-Style, R20 for MultiCor  5/16""","0"
"RHALL","FTASS-QS20M-0500","Fitting assembly, OS-Style, R20 for MultiCor 1/2""","0"
"RHALL","FTASS-QS25-0750","Fitting assembly, OS-Style, R25 for 3/4""","0"
"RHALL","FTASS-QS25-0625","Fitting assembly, OS-Style, R25 for 5/8""","0"
"RHALL","FTASS-QS25M-0750","Fitting assembly, OS-Style, R25 for MultiCor 3/4""","0"
"RHALL","FTASS-PPEX20-0500","Fitting assembly, ProPEX, R20 for 1/2""","0"
"RHALL","FTASS-PPEX20-0750","Fitting assembly, ProPEX, R20 for 3/4""","0"
"RHALL","FTASS-PPEX20-0375","Fitting assembly, ProPEX, R20 for 3/8""","0"
"RHALL","FTASS-PPEX20-0625","Fitting assembly, ProPEX, R20 for 5/8""","0"
"RHALL","FTASS-PPEX25-0750","Fitting assembly, ProPEX, R25 for 3/4""","0"
"RHALL","FTASS-PPEX25-0625","Fitting assembly, ProPEX, R25 for 5/8""","0"
"RHALL","FAVALVE1000","Floating action mixing valve 1""","0"
"RHALL","FAVALVE1500","Floating action mixing valve 1-1/2""","0"
"DFRBTR","FBTQ-8","Floor vert elbow boot from round duct, size 8""","0"
"DFRBTR","FBTQ-9","Floor vert elbow boot from round duct, size 9""","0"
"RHALL","TTD-FMTC-05","Flush mount tubing clips for 1"" tube size","0"
"RHALL","TTD-FMTC-02","Flush mount tubing clips for 1/2"" tube size","0"
"RHALL","TTD-FMTC-04","Flush mount tubing clips for 3/4"" tube size","0"
"RHALL","TTD-FMTC-01","Flush mount tubing clips for 3/8"" tube size","0"
"RHALL","TTD-FMTC-03","Flush mount tubing clips for 5/8"" tube size","0"
"RHALL","FTADP-HDFR-2000","HDPE flange and backup ring, for 2""","0"
"RHALL","FTADP-HDFR-3000","HDPE flange and backup ring, for 3""","0"
"RHALL","FTADP-HDFR-4000","HDPE flange and backup ring, for 4""","0"
"DFRPLN","FHDC-10","Header with vanes, size 10""","0"
"DFRPLN","FHDC-12","Header with vanes, size 12""","0"
"DFRPLN","FHDC-16","Header with vanes, size 16""","0"
"DFRPLN","FHDC-18","Header with vanes, size 18""","0"
"DFRPLN","FHDC-20","Header with vanes, size 20""","0"
"DFRPLN","FHDC-4","Header with vanes, size 4""","0"
"DFRPLN","FHDC-5","Header with vanes, size 5""","0"
"DFRPLN","FHDC-6","Header with vanes, size 6""","0"
"DFRPLN","FHDC-7","Header with vanes, size 7""","0"
"DFRPLN","FHDC-8","Header with vanes, size 8""","0"
